,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Race,Department,Education Level Updated
1426,38.0,Female,Master's Degree,Back end Developer,10.0,155000.0,Other,Technology,Master's Degree
1427,51.0,Male,PhD,Software Engineer Manager,16.0,190000.0,African American,Technology,PhD
1428,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,Asian,Technology,Master's Degree
1429,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,African American,Technology,Master's Degree
1430,44.0,Female,Master's Degree,Senior Project Engineer,12.0,170000.0,White,Technology,Master's Degree
1431,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Other,Technology,Bachelor's Degree
1432,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Hispanic,Technology,Master's Degree
1433,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,African American,Technology,PhD
1434,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Other,Technology,PhD
1435,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Hispanic,Technology,Bachelor's Degree
1436,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Asian,Technology,PhD
1437,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,White,Technology,Master's Degree
1438,25.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,Asian,Technology,Bachelor's Degree
1439,50.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Hispanic,Technology,PhD
1440,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,Other,Technology,PhD
1441,33.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0,White,Technology,Master's Degree
1442,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,Asian,Technology,PhD
1443,41.0,Male,PhD,Senior Project Engineer,12.0,165000.0,White,Technology,PhD
1444,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,White,Technology,PhD
1445,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,African American,Technology,Master's Degree
1446,24.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0,Hispanic,Technology,Bachelor's Degree
1447,44.0,Female,Master's Degree,Senior Software Engineer,11.0,170000.0,African American,Technology,Master's Degree
1448,36.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,Other,Technology,Master's Degree
1449,28.0,Female,Master's Degree,Full Stack Engineer,4.0,110000.0,White,Technology,Master's Degree
1450,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Other,Technology,Bachelor's Degree
1451,37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0,Hispanic,Technology,Master's Degree
1452,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Other,Technology,PhD
1453,58.0,Male,PhD,Software Engineer Manager,17.0,200000.0,Hispanic,Technology,PhD
1454,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Hispanic,Technology,Bachelor's Degree
1455,30.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0,Asian,Technology,Bachelor's Degree
1456,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,Asian,Technology,Master's Degree
1457,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Asian,Technology,PhD
1458,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Other,Technology,PhD
1459,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Hispanic,Technology,Master's Degree
1460,54.0,Male,PhD,Software Engineer Manager,18.0,195000.0,Asian,Technology,PhD
1461,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Other,Technology,Master's Degree
1462,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,White,Technology,PhD
1463,31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,Hispanic,Technology,Master's Degree
1464,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,Hispanic,Technology,PhD
1465,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,African American,Technology,Master's Degree
1466,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,African American,Technology,Master's Degree
1467,24.0,Female,Bachelor's Degree,Back end Developer,1.0,60000.0,White,Technology,Bachelor's Degree
1468,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Other,Technology,Bachelor's Degree
1469,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,Hispanic,Technology,PhD
1470,24.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Asian,Technology,Bachelor's Degree
1471,28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0,Hispanic,Technology,Bachelor's Degree
1472,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Other,Technology,PhD
1473,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,Asian,Technology,Master's Degree
1474,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0,Hispanic,Technology,PhD
1475,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Other,Technology,Master's Degree
1476,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,White,Technology,PhD
1477,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Other,Technology,PhD
1478,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Hispanic,Technology,Master's Degree
1479,40.0,Male,PhD,Senior Software Engineer,12.0,160000.0,Hispanic,Technology,PhD
1480,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,White,Technology,Master's Degree
1481,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,White,Technology,PhD
1482,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,African American,Technology,Bachelor's Degree
1483,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Asian,Technology,Bachelor's Degree
1484,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Other,Technology,Master's Degree
1485,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Hispanic,Technology,PhD
1486,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Asian,Technology,PhD
1487,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,Other,Technology,Master's Degree
1488,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,African American,Technology,Master's Degree
1489,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Other,Technology,PhD
1490,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,African American,Technology,Bachelor's Degree
1491,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Asian,Technology,PhD
1492,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,African American,Technology,Master's Degree
1493,24.0,Male,Bachelor's Degree,Back end Developer,1.0,55000.0,African American,Technology,Bachelor's Degree
1494,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Hispanic,Technology,PhD
1495,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,White,Technology,Master's Degree
1496,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,African American,Technology,PhD
1497,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,White,Technology,Master's Degree
1498,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Asian,Technology,Master's Degree
1499,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Asian,Technology,PhD
1500,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,White,Technology,Bachelor's Degree
1501,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Hispanic,Technology,PhD
1502,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Other,Technology,Master's Degree
1503,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Hispanic,Technology,PhD
1504,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,White,Technology,Master's Degree
1505,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,African American,Technology,Master's Degree
1506,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Other,Technology,Bachelor's Degree
1507,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Asian,Technology,PhD
1508,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Hispanic,Technology,PhD
1509,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Asian,Technology,Master's Degree
1510,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Other,Technology,PhD
1511,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Hispanic,Technology,Master's Degree
1512,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,African American,Technology,Bachelor's Degree
1513,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Other,Technology,Master's Degree
1514,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,African American,Technology,PhD
1515,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,White,Technology,Master's Degree
1516,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,White,Technology,Bachelor's Degree
1517,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,White,Technology,PhD
1518,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,White,Technology,Master's Degree
1519,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Hispanic,Technology,Master's Degree
1520,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Asian,Technology,PhD
1521,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Asian,Technology,Bachelor's Degree
1522,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Other,Technology,PhD
1523,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,White,Technology,Master's Degree
1524,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,White,Technology,PhD
1525,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Asian,Technology,Master's Degree
1526,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Other,Technology,Bachelor's Degree
1527,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Hispanic,Technology,Master's Degree
1528,34.0,Male,Bachelor's Degree,Front end Developer,5.0,95000.0,White,Technology,Bachelor's Degree
1529,43.0,Female,Master's Degree,Senior Software Engineer,12.0,170000.0,Other,Technology,Master's Degree
1530,27.0,Male,Bachelor's Degree,Back end Developer,2.0,75000.0,Other,Technology,Bachelor's Degree
1531,56.0,Female,PhD,Software Engineer Manager,18.0,210000.0,Hispanic,Technology,PhD
1532,32.0,Male,Master's Degree,Full Stack Engineer,7.0,135000.0,Hispanic,Technology,Master's Degree
1533,40.0,Male,PhD,Senior Software Engineer,12.0,160000.0,White,Technology,PhD
1534,23.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,Other,Technology,Bachelor's Degree
1535,46.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Other,Technology,PhD
1536,41.0,Female,PhD,Senior Project Engineer,11.0,165000.0,Hispanic,Technology,PhD
1537,28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0,Other,Technology,Bachelor's Degree
1538,34.0,Male,Bachelor's Degree,Back end Developer,6.0,120000.0,White,Technology,Bachelor's Degree
1539,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,White,Technology,PhD
1540,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Hispanic,Technology,PhD
1541,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,White,Technology,PhD
1542,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,Hispanic,Technology,Master's Degree
1543,33.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0,Asian,Technology,Master's Degree
1544,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Hispanic,Technology,Master's Degree
1545,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Hispanic,Technology,Master's Degree
1546,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,White,Technology,Master's Degree
1547,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Other,Technology,Master's Degree
1548,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,White,Technology,Bachelor's Degree
1549,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Asian,Technology,PhD
1550,31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,Hispanic,Technology,Master's Degree
1551,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,Asian,Technology,Master's Degree
1552,38.0,Female,Master's Degree,Back end Developer,10.0,155000.0,Hispanic,Technology,Master's Degree
1553,51.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Other,Technology,PhD
1554,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,White,Technology,Bachelor's Degree
1555,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Other,Technology,Bachelor's Degree
1556,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Hispanic,Technology,PhD
1557,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,Other,Technology,Master's Degree
1558,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,African American,Technology,PhD
1559,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Hispanic,Technology,PhD
1560,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,Asian,Technology,Master's Degree
1561,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,Hispanic,Technology,PhD
1562,24.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,African American,Technology,Bachelor's Degree
1563,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Other,Technology,Bachelor's Degree
1564,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,African American,Technology,PhD
1565,24.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Hispanic,Technology,Bachelor's Degree
1566,28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0,Hispanic,Technology,Bachelor's Degree
1567,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,African American,Technology,PhD
1568,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,Hispanic,Technology,Master's Degree
1569,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0,Other,Technology,PhD
1570,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Other,Technology,Master's Degree
1571,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Asian,Technology,PhD
1572,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,African American,Technology,PhD
1573,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Asian,Technology,Master's Degree
1574,40.0,Male,PhD,Senior Software Engineer,12.0,160000.0,Asian,Technology,PhD
1575,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,Asian,Technology,Master's Degree
1576,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Other,Technology,PhD
1577,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,African American,Technology,Bachelor's Degree
1578,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Other,Technology,Bachelor's Degree
1579,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,African American,Technology,Master's Degree
1580,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,White,Technology,PhD
1581,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Asian,Technology,PhD
1582,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,Hispanic,Technology,Master's Degree
1583,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Asian,Technology,Master's Degree
1584,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Hispanic,Technology,PhD
1585,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,African American,Technology,Bachelor's Degree
1586,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,African American,Technology,PhD
1587,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,Hispanic,Technology,Master's Degree
1588,24.0,Male,Bachelor's Degree,Back end Developer,1.0,55000.0,Hispanic,Technology,Bachelor's Degree
1589,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,African American,Technology,PhD
1590,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Hispanic,Technology,Master's Degree
1591,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Other,Technology,PhD
1592,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,African American,Technology,Master's Degree
1593,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Hispanic,Technology,Master's Degree
1594,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Other,Technology,PhD
1595,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,White,Technology,Bachelor's Degree
1596,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Other,Technology,PhD
1597,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Hispanic,Technology,Master's Degree
1598,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,White,Technology,PhD
1599,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,African American,Technology,PhD
1600,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Asian,Technology,Bachelor's Degree
1601,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,White,Technology,PhD
1602,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,White,Technology,Master's Degree
1603,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Asian,Technology,PhD
1604,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Other,Technology,Bachelor's Degree
1605,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,Other,Technology,Master's Degree
1606,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Asian,Technology,PhD
1607,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,Asian,Technology,Master's Degree
1608,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Hispanic,Technology,Master's Degree
1609,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,African American,Technology,PhD
1610,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Hispanic,Technology,PhD
1611,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,White,Technology,Master's Degree
1612,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,Hispanic,Technology,PhD
1613,24.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,Other,Technology,Bachelor's Degree
1614,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Hispanic,Technology,Bachelor's Degree
1615,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Other,Technology,PhD
1616,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,Hispanic,Technology,Master's Degree
1617,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Other,Technology,PhD
1618,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Asian,Technology,PhD
1619,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Hispanic,Technology,Master's Degree
1620,40.0,Male,PhD,Senior Software Engineer,12.0,160000.0,African American,Technology,PhD
1621,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,White,Technology,Master's Degree
1622,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Hispanic,Technology,PhD
1623,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,White,Technology,Bachelor's Degree
1624,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,African American,Technology,Bachelor's Degree
1625,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Hispanic,Technology,Master's Degree
1626,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Asian,Technology,PhD
1627,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,African American,Technology,PhD
1628,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,Asian,Technology,Master's Degree
1629,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Other,Technology,Master's Degree
1630,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Hispanic,Technology,PhD
1631,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,African American,Technology,Bachelor's Degree
1632,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Hispanic,Technology,PhD
1633,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,Hispanic,Technology,Master's Degree
1634,24.0,Male,Bachelor's Degree,Back end Developer,1.0,55000.0,Hispanic,Technology,Bachelor's Degree
1635,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Other,Technology,PhD
1636,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,Hispanic,Technology,Master's Degree
1637,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Other,Technology,PhD
1638,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,Other,Technology,Master's Degree
1639,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Other,Technology,Master's Degree
1640,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,African American,Technology,PhD
1641,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,Hispanic,Technology,Bachelor's Degree
1642,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Other,Technology,PhD
1643,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Hispanic,Technology,Master's Degree
1644,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,White,Technology,PhD
1645,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Other,Technology,PhD
1646,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Asian,Technology,Bachelor's Degree
1647,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,Asian,Technology,PhD
1648,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Other,Technology,Master's Degree
1649,36.0,Male,Bachelor's Degree,Front end Developer,7.0,120000.0,African American,Technology,Bachelor's Degree
1650,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0,Other,Technology,Master's Degree
1651,41.0,Female,PhD,Software Engineer Manager,14.0,180000.0,Hispanic,Technology,PhD
1652,33.0,Male,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,African American,Technology,Bachelor's Degree
1653,42.0,Male,PhD,Senior Software Engineer,12.0,170000.0,White,Technology,PhD
1654,28.0,Male,Bachelor's Degree,Back end Developer,2.0,70000.0,Other,Technology,Bachelor's Degree
1655,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,Hispanic,Technology,PhD
1656,26.0,Female,Master's Degree,Front end Developer,1.0,55000.0,African American,Technology,Master's Degree
1657,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0,White,Technology,PhD
1658,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0,Hispanic,Technology,PhD
1659,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,Asian,Technology,Master's Degree
1660,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0,White,Technology,Master's Degree
1661,32.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Asian,Technology,Bachelor's Degree
1662,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Asian,Technology,PhD
1663,27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0,Other,Technology,Bachelor's Degree
1664,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0,White,Technology,PhD
1665,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Asian,Technology,Bachelor's Degree
1666,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Other,Technology,PhD
1667,35.0,Male,Bachelor's Degree,Back end Developer,8.0,140000.0,African American,Technology,Bachelor's Degree
1668,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0,White,Technology,Master's Degree
1669,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,Other,Technology,PhD
1670,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,Asian,Technology,Bachelor's Degree
1671,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Other,Technology,PhD
1672,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,Asian,Technology,Master's Degree
1673,33.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Asian,Technology,Bachelor's Degree
1674,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,Hispanic,Technology,PhD
1675,26.0,Female,Master's Degree,Front end Developer,1.0,55000.0,White,Technology,Master's Degree
1676,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0,African American,Technology,PhD
1677,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0,White,Technology,PhD
1678,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,African American,Technology,Master's Degree
1679,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0,Other,Technology,Master's Degree
1680,32.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Other,Technology,Bachelor's Degree
1681,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0,White,Technology,PhD
1682,27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0,White,Technology,Bachelor's Degree
1683,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0,Other,Technology,PhD
1684,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Other,Technology,Bachelor's Degree
1685,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Other,Technology,PhD
1686,35.0,Male,Bachelor's Degree,Back end Developer,8.0,140000.0,White,Technology,Bachelor's Degree
1687,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0,Asian,Technology,Master's Degree
1688,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,White,Technology,PhD
1689,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,Hispanic,Technology,Bachelor's Degree
1690,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0,White,Technology,PhD
1691,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,Other,Technology,Master's Degree
1692,33.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,African American,Technology,Bachelor's Degree
1693,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,Hispanic,Technology,PhD
1694,26.0,Female,Master's Degree,Front end Developer,1.0,55000.0,Asian,Technology,Master's Degree
1695,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0,African American,Technology,PhD
1696,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0,White,Technology,PhD
1697,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,Hispanic,Technology,Master's Degree
1698,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0,White,Technology,Master's Degree
1699,32.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Asian,Technology,Bachelor's Degree
1700,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0,White,Technology,PhD
1701,27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0,White,Technology,Bachelor's Degree
1702,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0,Hispanic,Technology,PhD
1703,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Hispanic,Technology,Bachelor's Degree
1704,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,White,Technology,PhD
1705,35.0,Male,Bachelor's Degree,Back end Developer,8.0,140000.0,Hispanic,Technology,Bachelor's Degree
1706,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0,Other,Technology,Master's Degree
1707,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,Other,Technology,PhD
1708,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,White,Technology,Bachelor's Degree
1709,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0,White,Technology,PhD
1710,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,White,Technology,Master's Degree
1711,33.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,African American,Technology,Bachelor's Degree
